#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 03 21 03 50 230  6.0  8.0   1.3    12   6.3  90 1020.3  18.1  20.3   8.9   MM +0.7    MM
2017 03 21 02 50 220  7.0  8.0   1.5    11   6.9 102 1019.9  17.7  20.4   7.5   MM -0.0    MM
2017 03 21 01 50 210  6.0  8.0   1.4    11   6.6  98 1019.9  17.5  20.4   7.5   MM -0.3    MM
2017 03 21 00 50 210  7.0  8.0   1.5    11   7.0 112 1019.6  17.2  20.4   6.8   MM -0.8    MM
2017 03 20 23 50 210  6.0  8.0   1.6    11   7.4 100 1019.9  16.9  20.4   5.9   MM -1.0    MM
2017 03 20 22 50 220  7.0  8.0   1.6    11   7.4 107 1020.2  16.6  20.5   5.8   MM -1.5    MM
2017 03 20 21 50 220  6.0  7.0   1.6    11   7.5 103 1020.4  16.4  20.5   5.8   MM -2.2    MM
2017 03 20 20 50 220  5.0  7.0   1.4    12   7.5  99 1020.9  15.7  20.7   5.4   MM -2.6    MM
2017 03 20 19 50 220  4.0  5.0   1.5    11   7.5 105 1021.7  15.1  20.8   5.1   MM -2.3    MM
2017 03 20 18 50 270  2.0  3.0   1.5    12   7.5 102 1022.6  14.7  20.7   4.9   MM -1.6    MM
2017 03 20 17 50 270  1.0  3.0   1.6    12   7.4  90 1023.5  14.4  20.4   4.7   MM -0.6    MM
2017 03 20 16 50 300  1.0  2.0   1.5    11   7.0  85 1024.0  14.2  20.0   3.6   MM +0.3    MM
2017 03 20 15 50 350  1.0  3.0   1.5    10   6.6  82 1024.2  14.4  19.4   4.7   MM +0.5    MM
2017 03 20 14 50 360  2.0  3.0   1.7    10   7.1  82 1024.1  14.0  19.0   4.1   MM +0.8    MM
2017 03 20 13 50  30  3.0  4.0   1.6    11   7.0  89 1023.7  14.0  18.6   3.8   MM +1.3    MM
2017 03 20 12 50  20  3.0  4.0   1.5    12   6.7  89 1023.7  14.2  18.4   3.2   MM +1.4    MM
2017 03 20 11 50  30  3.0  6.0   1.5    11   6.2  92 1023.3  14.2  18.3   3.4   MM +1.0    MM
2017 03 20 10 50  30  3.0  4.0   1.4     8   5.8  63 1022.4  13.9  18.3   2.7   MM -0.0    MM
2017 03 20 09 50  40  3.0  3.0   1.3     7   5.4  66 1022.3  13.8  18.1   3.7   MM -0.4    MM
2017 03 20 08 50  40  4.0  6.0   1.3     7   5.3  61 1022.3  13.9  18.2   3.6   MM -0.9    MM
2017 03 20 07 50  30  4.0  6.0   1.2     8   5.0  63 1022.6  14.1  18.5   2.6   MM -0.8    MM
2017 03 20 06 50  30  5.0  7.0   1.2     8   5.1  72 1022.7  14.3  18.7   4.0   MM -0.8    MM
2017 03 20 05 50  20  5.0  7.0   1.2     8   4.9  60 1023.2  14.4  18.8   2.4   MM +0.0    MM
2017 03 20 04 50  20  6.0  8.0   1.2     7   4.8  48 1023.4  14.6  18.9   3.1   MM +0.6    MM
2017 03 20 03 50  10  6.0  8.0   1.1     5   4.7  37 1023.5  15.0  18.9   2.7   MM +1.4    MM
2017 03 20 02 50  10  6.0  8.0   1.2     6   4.7  47 1023.4  15.2  19.0   2.3   MM +1.8    MM
2017 03 20 01 50  10  7.0  9.0   1.2     5   4.6  28 1022.8  15.3  19.1   3.5   MM +1.6    MM
2017 03 20 00 50  20  7.0 10.0   1.2     7   4.5  47 1022.1  15.1  19.2   3.0   MM +1.4    MM
2017 03 19 23 50  20  7.0 10.0   1.3     6   4.6  40 1021.6  14.9  19.2   3.2   MM +1.2    MM
2017 03 19 22 50  20  7.0  8.0   1.2     6   4.5  43 1021.2  14.8  19.2   2.6   MM +0.8    MM
2017 03 19 21 50  10  7.0  9.0   1.2     6   4.6  53 1020.7  14.5  19.2   2.0   MM -0.0    MM
2017 03 19 20 50 360  6.0  8.0   1.3     6   4.6  32 1020.4  13.9  19.3   2.2   MM -0.5    MM
2017 03 19 19 50  10  7.0  9.0   1.4     6   4.7  30 1020.4  13.5  19.3   2.4   MM -0.8    MM
2017 03 19 18 50 360  7.0 10.0   1.6     7   4.8  37 1020.5  12.8  19.3   2.7   MM -0.4    MM
2017 03 19 17 50 350  9.0 11.0   1.8     7   5.0  33 1020.9  12.4  19.3   2.5   MM +0.4    MM
2017 03 19 16 50 350  9.0 11.0   1.9     6   5.2  31 1021.2  12.0  19.3   4.0   MM +1.4    MM
2017 03 19 15 50 360 10.0 13.0   2.2     7   5.4  23 1020.9  11.7  19.3   4.4   MM +2.0    MM
2017 03 19 14 50 360 12.0 15.0   2.1     7   5.4  21 1020.5  11.5  19.3   4.5   MM +2.9    MM
2017 03 19 13 50 360 12.0 14.0   2.3     7   5.6  16 1019.8  11.5  19.3   4.0   MM +3.1    MM
2017 03 19 12 50 350 12.0 15.0   2.2     7   5.3   4 1018.9  11.8  19.2   4.0   MM +3.1    MM
2017 03 19 11 50 360 13.0 16.0   1.9     5   4.7 349 1017.6  12.3  19.3   4.5   MM +3.0    MM
2017 03 19 10 50 360 12.0 14.0   1.5     4   4.2 340 1016.7  13.4  19.3   6.2   MM +2.2    MM
2017 03 19 09 50 360 12.0 14.0   1.4     6   4.1 202 1015.8  14.6  19.3   7.9   MM +1.0    MM
2017 03 19 08 50 300 12.0 14.0   1.5     6   4.4 210 1014.6  17.3  19.4  13.7   MM -0.8    MM
2017 03 19 07 50 280 11.0 14.0   1.6     6   4.4 219 1014.5  18.2  19.5  13.9   MM -1.1    MM
2017 03 19 06 50 280 12.0 14.0   1.7     6   4.6 222 1014.8  18.0  19.5  14.5   MM -1.0    MM
2017 03 19 05 50 270 11.0 14.0   1.7     6   4.7 213 1015.4  18.6  19.5  14.7   MM -0.7    MM
2017 03 19 04 50 260 12.0 14.0   1.9     6   4.7 218 1015.6  19.0  19.5  14.8   MM -0.5    MM
2017 03 19 03 50 260 11.0 13.0   1.9     7   4.8 226 1015.8  19.3  19.4  15.0   MM +0.0    MM
2017 03 19 02 50 250 11.0 14.0   2.0     7   5.1 223 1016.1  19.6  19.4  14.8   MM +0.3    MM
2017 03 19 01 50 240 12.0 15.0   2.0     7   4.8 229 1016.1  19.9  19.2  13.9   MM -0.3    MM
2017 03 19 00 50 220 12.0 14.0   2.1     7   5.1 219 1015.8  19.9  19.0  13.3   MM -0.8    MM
2017 03 18 23 50 220 12.0 15.0   2.1     7   5.1 217 1015.8  19.6  18.8  12.6   MM -1.6    MM
2017 03 18 22 50 220 12.0 14.0   2.1     6   5.1 223 1016.4  19.2  18.6  12.1   MM -1.1    MM
2017 03 18 21 50 220 13.0 15.0   2.1     6   4.9 216 1016.6  18.9  18.8  11.3   MM -2.7    MM
2017 03 18 20 50 220 12.0 15.0   1.9     6   4.8 226 1017.4  18.7  18.9  10.8   MM -3.7    MM
2017 03 18 19 50 210 13.0 15.0   1.8     6   4.6 223 1017.5  18.3  19.1  10.5   MM -5.0    MM
2017 03 18 18 50 220 12.0 14.0   1.7     6   4.6 229 1019.3  18.3  19.4   9.4   MM -4.0    MM
2017 03 18 17 50 230 12.0 13.0   1.7     6   4.7 235 1021.1  18.1  19.6  10.1   MM -2.5    MM
2017 03 18 16 50 240 11.0 13.0   1.5     6   4.4 217 1022.5  17.8  19.7  10.0   MM -1.2    MM
2017 03 18 15 50 240 11.0 13.0   1.7     6   4.7 242 1023.3  17.9  19.8  11.4   MM -0.8    MM
2017 03 18 14 50 230 10.0 12.0   1.7     6   4.7 241 1023.6  17.8  19.9  10.2   MM -0.5    MM
2017 03 18 13 50 230 11.0 13.0   1.7     6   4.6 243 1023.7  17.6  19.9   9.9   MM -0.5    MM
2017 03 18 12 50 240 10.0 12.0   1.5     6   4.6 242 1024.1  17.7  19.8  11.4   MM +0.0    MM
2017 03 18 11 50 240 10.0 12.0   1.6     5   4.6 244 1024.1  17.8  19.7   9.9   MM +0.5    MM
2017 03 18 10 50 240 10.0 12.0   1.5     6   4.5 241 1024.2  17.8  19.7  10.6   MM -0.0    MM
2017 03 18 09 50 240 10.0 11.0   1.4     5   4.4 240 1024.1  17.9  19.8  10.4   MM -0.5    MM
2017 03 18 08 50 230 11.0 13.0   1.5     5   4.3 244 1023.6  18.0  19.9   9.5   MM -1.1    MM
2017 03 18 07 50 230 10.0 12.0   1.3     5   4.1 235 1024.1  18.0  20.0   8.8   MM -1.0    MM
2017 03 18 06 50 220  9.0 11.0   1.1     4   3.9 238 1024.6  18.1  20.1   8.6   MM -1.4    MM
2017 03 18 05 50 210  9.0 11.0   1.0     4   3.7 237 1024.7  17.9  20.3   7.2   MM -2.0    MM
2017 03 18 04 50 220 10.0 11.0   0.8     3   3.6 240 1025.1  17.8  20.5   7.3   MM -2.4    MM
2017 03 18 03 50 210  9.0 10.0   0.7     9   3.5 117 1026.0  17.5  20.7   6.3   MM -1.7    MM
2017 03 18 02 50 200  9.0 11.0   0.6     9   3.8 127 1026.7  17.1  20.8   5.5   MM -1.1    MM
2017 03 18 01 50 200  7.0  8.0   0.5     9   4.7  98 1027.5  16.5  20.6   4.9   MM +0.0    MM
2017 03 18 00 50 200  6.0  8.0   0.4     9   5.8 124 1027.7  16.0  20.6   3.5   MM -0.0    MM
2017 03 17 23 50 210  4.0  5.0   0.4     9   5.9 107 1027.8  15.2  20.5   1.8   MM -0.5    MM
2017 03 17 22 50 190  3.0  4.0   0.5     8   5.7 122 1027.4  15.2  20.6   0.6   MM -0.8    MM
2017 03 17 21 50 170  2.0  2.0   0.4     9   5.5 120 1027.8  14.8  20.4  -1.3   MM -1.3    MM
2017 03 17 20 50 220  3.0  4.0   0.5    10   5.2 100 1028.3  14.6  20.5  -1.9   MM -1.9    MM
2017 03 17 19 50 170  3.0  5.0   0.4     9   4.7 109 1028.2  14.1  20.7  -2.1   MM -2.6    MM
2017 03 17 18 50 140  2.0  3.0   0.4     9   5.1  88 1029.1  13.6  20.7  -4.2   MM -1.7    MM
2017 03 17 17 50  70  1.0  2.0   0.4     9   5.5 110 1030.2  13.4  20.6  -2.7   MM -0.7    MM
2017 03 17 16 50  70  2.0  3.0   0.4     9   5.9 100 1030.8  13.1  20.2  -4.0   MM +0.0    MM
2017 03 17 15 50  70  2.0  3.0   0.4     9   5.2 123 1030.8  13.1  20.0  -4.3   MM +0.7    MM
2017 03 17 14 50 360  2.0  4.0   0.4     9   5.2  86 1030.9  12.9  19.9  -5.1   MM +1.6    MM
2017 03 17 13 50  30  3.0  4.0   0.4     9   4.9 111 1030.8  12.9  19.7  -5.3   MM +2.2    MM
2017 03 17 12 50  20  3.0  5.0   0.4     9   4.6 117 1030.1  12.7  19.5  -5.4   MM +1.9    MM
2017 03 17 11 50 360  5.0  6.0   0.4     9   4.5 102 1029.3  12.4  19.4  -5.7   MM +1.8    MM
2017 03 17 10 50 360  3.0  6.0   0.4     9   4.2 108 1028.6  12.1  19.4  -5.7   MM +1.2    MM
2017 03 17 09 50 330  3.0  5.0   0.4    10   4.2 125 1028.2  12.1  19.4  -5.9   MM +0.6    MM
2017 03 17 08 50 330  4.0  6.0   0.5     9   4.3 101 1027.5  12.0  19.5  -5.5   MM +0.0    MM
2017 03 17 07 50 340  4.0  6.0   0.5    10   3.9  92 1027.4  12.0  19.6  -6.9   MM +0.0    MM
2017 03 17 06 50 310  5.0  6.0   0.6     9   3.7 110 1027.6  12.1  19.9  -6.1   MM -0.0    MM
2017 03 17 05 50 320  6.0  8.0   0.6     3   3.7 290 1027.3  11.9  20.3  -6.1   MM +0.0    MM
2017 03 17 04 50 310  7.0  9.0   0.6     9   3.7 101 1027.5  11.9  20.5  -4.5   MM +0.7    MM
2017 03 17 03 50 310  7.0  9.0   0.6     3   3.6 276 1027.4  11.8  20.4  -3.8   MM +1.2    MM
2017 03 17 02 50 300  6.0  8.0   0.6     9   3.7 104 1027.4  11.4  19.5  -1.8   MM +1.8    MM
2017 03 17 01 50 300  6.0  8.0   0.6     9   3.6 105 1026.8  10.6  19.5  -2.0   MM +1.5    MM
2017 03 17 00 50 300  6.0  8.0   0.5     9   3.9  89 1026.2  10.3  19.4  -2.3   MM +0.9    MM
2017 03 16 23 50 260  5.0  8.0   0.5     9   4.0 135 1025.6   9.1  19.3  -2.4   MM -0.0    MM
2017 03 16 22 50 280  5.0  7.0   0.6     9   4.3  82 1025.3   8.8  19.3  -4.4   MM -0.7    MM
2017 03 16 21 50 270  5.0  7.0   0.6     9   4.3 118 1025.3   8.3  19.3  -5.4   MM -1.4    MM
2017 03 16 20 50 290  5.0  6.0   0.7     4   4.0  22 1025.5   7.3  19.3  -6.6   MM -2.0    MM
2017 03 16 19 50 310  4.0  6.0   0.9     5   4.2  29 1026.0   6.5  19.2  -7.0   MM -2.1    MM
2017 03 16 18 50 330  5.0  7.0   0.9     5   4.2  27 1026.7   5.7  19.2  -6.3   MM -1.4    MM
2017 03 16 17 50 330  6.0  8.0   1.0     5   4.2  23 1027.5   5.0  19.3  -6.0   MM -0.4    MM
2017 03 16 16 50 330  7.0  9.0   1.1     6   4.3  24 1028.1   4.6  19.3  -5.8   MM +0.9    MM
2017 03 16 15 50 350  7.0  9.0   1.1     5   4.3  17 1028.1   4.4  19.4  -6.4   MM +1.5    MM
2017 03 16 14 50 340  7.0 11.0   1.1     5   4.3  15 1027.9   4.9  19.4  -5.1   MM +1.5    MM
2017 03 16 13 50 350  8.0 10.0   1.1     5   4.2  10 1027.2   5.0  19.3  -5.3   MM +1.5    MM
2017 03 16 12 50 360  8.0 11.0   1.1     5   4.3   2 1026.6   5.5  19.3  -4.0   MM +1.5    MM
2017 03 16 11 50 350  7.0  9.0   1.1     5   4.4 346 1026.4   5.9  19.2  -4.4   MM +1.6    MM
2017 03 16 10 50 340  8.0 10.0   1.1     4   4.2 340 1025.7   6.2  19.2  -5.7   MM +0.9    MM
2017 03 16 09 50 350  8.0 10.0   1.0     5   4.1 307 1025.1   6.4  19.1  -4.6   MM +0.3    MM
2017 03 16 08 50 340  7.0 10.0   1.0     4   3.9 336 1024.8   6.5  19.2  -6.1   MM +0.3    MM
2017 03 16 07 50 330  7.0 10.0   1.0     4   4.1 323 1024.8   7.0  19.2  -6.7   MM +0.7    MM
2017 03 16 06 50 330  7.0  9.0   1.0     5   4.2 294 1024.8   7.6  19.2  -6.7   MM +0.9    MM
2017 03 16 05 50 310  6.0  9.0   1.1     4   4.1 312 1024.5   8.1  19.3  -6.3   MM +0.9    MM
2017 03 16 04 50 320  7.0 10.0   1.2     4   4.1 318 1024.1   8.5  19.4  -5.5   MM +1.2    MM
2017 03 16 03 50 300  9.0 12.0   1.3     5   4.2 308 1023.9   8.6  19.5  -7.5   MM +1.9    MM
2017 03 16 02 50 300  9.0 12.0   1.4     5   4.3 323 1023.6   8.5  19.5  -7.9   MM +2.2    MM
2017 03 16 01 50 310 10.0 13.0   1.3     5   4.3 309 1022.9   8.8  19.4  -5.9   MM +2.1    MM
2017 03 16 00 50 320  9.0 12.0   1.2     5   4.4 325 1022.0   8.8  19.4  -6.3   MM +1.5    MM
2017 03 15 23 50 300  9.0 12.0   1.1     5   4.4 316 1021.4   8.7  19.3  -6.0   MM +1.1    MM
2017 03 15 22 50 310  9.0 11.0   1.1     5   4.5 326 1020.8   8.5  19.2  -5.8   MM +0.4    MM
2017 03 15 21 50 290  8.0 11.0   1.3     5   4.5 341 1020.5   8.1  19.2  -5.2   MM +0.0    MM
2017 03 15 20 50 310  9.0 12.0   1.4     5   4.6 315 1020.3   7.2  19.1  -6.8   MM -0.8    MM
2017 03 15 19 50 310  9.0 13.0   1.3     6   4.4  10 1020.4   6.5  19.1  -6.5   MM -0.8    MM
2017 03 15 18 50 310 10.0 13.0   1.6     5   4.6 320 1020.4   6.1  19.1  -5.2   MM +0.0    MM
2017 03 15 17 50 310 11.0 13.0   1.7     5   4.6 350 1021.1   5.5  19.2  -4.6   MM +0.3    MM
2017 03 15 16 50 310 11.0 13.0   1.9     6   4.8   1 1021.2   4.9  19.2  -4.3   MM +0.3    MM
2017 03 15 15 50 320 12.0 15.0   1.9     6   5.0  19 1020.6   4.7  19.1  -4.2   MM +0.5    MM
2017 03 15 14 50 320 11.0 14.0   2.0     6   5.1   6 1020.8   4.1  19.1  -4.4   MM +2.0    MM
2017 03 15 13 50 320 12.0 15.0   2.1     6   5.3 358 1020.9   3.9  18.9  -5.0   MM +3.0    MM
2017 03 15 12 50 340 11.0 15.0   2.4     6   5.4 328 1020.1   4.3  18.9  -3.9   MM +3.8    MM
2017 03 15 11 50 330 12.0 15.0   2.5     6   5.5 321 1018.8   4.7  18.8  -3.7   MM +3.8    MM
2017 03 15 10 50 330 12.0 15.0   2.4     6   5.4 328 1017.9   5.1  18.9  -2.5   MM +3.8    MM
2017 03 15 09 50 330 12.0 15.0   2.2     6   5.3 303 1016.3   6.4  18.9  -0.5   MM +2.7    MM
2017 03 15 08 50 320 12.0 14.0   2.4     7   5.5 211 1015.0   7.8  18.9   0.6   MM +2.1    MM
2017 03 15 07 50 310 11.0 14.0   2.3     6   5.1 243 1014.1   8.7  18.8   0.8   MM +1.9    MM
2017 03 15 06 50 320 12.0 14.0   2.4     7   5.4 219 1013.6   9.4  18.9   1.3   MM +1.7    MM
2017 03 15 05 50 310 13.0 16.0   2.3     6   5.2 242 1012.9  10.3  18.9   3.2   MM +1.6    MM
2017 03 15 04 50 290 13.0 16.0   2.5     7   5.4 227 1012.2  11.2  19.0   4.2   MM +1.8    MM
2017 03 15 03 50 290 14.0 16.0   2.3     6   5.1 225 1011.9  12.2  19.0   5.2   MM +1.8    MM
2017 03 15 02 50 280 14.0 16.0   2.1     7   5.1 209 1011.3  13.5  19.1   5.6   MM +1.5    MM
2017 03 15 01 50 280 13.0 16.0   2.1     7   5.3 198 1010.4  14.7  19.1   5.8   MM +0.8    MM
2017 03 15 00 50 270 11.0 14.0   1.8     7   5.0 200 1010.1  14.9  19.1   5.8   MM +1.0    MM
2017 03 14 23 50 270 10.0 13.0   1.8     7   5.3 207 1009.8  14.6  19.0   6.7   MM -0.0    MM
2017 03 14 22 50 260  8.0 10.0   1.5     6   5.4 245 1009.6  13.6  19.1   7.4   MM -0.3    MM
2017 03 14 21 50 260  7.0  9.0   1.7     6   5.2 236 1009.1  13.2  19.0   6.7   MM -0.5    MM
2017 03 14 20 50 270  8.0 10.0   1.7     7   5.2 218 1009.7  12.6  19.0   6.6   MM -0.4    MM
2017 03 14 19 50 280  9.0 11.0   1.8     7   5.0 221 1009.9  11.9  19.1   6.7   MM -0.0    MM
2017 03 14 18 50 270  9.0 12.0   1.8     6   5.1 241 1009.6  11.3  19.0   7.4   MM +0.0    MM
2017 03 14 17 50 280 10.0 12.0   1.9     6   5.0 254 1010.1  10.8  19.1   7.0   MM +1.4    MM
2017 03 14 16 50 280 10.0 13.0   2.0     6   5.0 278 1010.0  10.3  19.1   6.8   MM +2.7    MM
2017 03 14 15 50 290 12.0 14.0   2.3     6   5.2 272 1009.4  10.0  19.1   6.5   MM +3.2    MM
2017 03 14 14 50 290 14.0 16.0   2.4     6   5.3 279 1008.7  10.0  19.2   7.4   MM +4.1    MM
2017 03 14 13 50 290 14.0 17.0   2.4     6   5.4 279 1007.3   9.9  19.2   7.8   MM +3.1    MM
2017 03 14 12 50 290 13.0 17.0   2.2     9   5.5  95 1006.2  10.2  19.2   8.6   MM +2.5    MM
2017 03 14 11 50 290 12.0 15.0   2.1    10   5.5  97 1004.6  10.2  19.2   8.8   MM +0.9    MM
2017 03 14 10 50 290 13.0 15.0   2.1    10   5.6 101 1004.2  10.7  19.2   9.9   MM -0.0    MM
2017 03 14 09 50 290 11.0 14.0   1.8     9   5.6 112 1003.7  11.2  19.1  11.0   MM -1.2    MM
2017 03 14 08 50 290  7.0  9.0   1.9    10   6.4 111 1003.7  12.4  19.1  12.4   MM -2.9    MM
2017 03 14 07 50 290  8.0 10.0   1.8     9   6.3 110 1004.1  13.9  19.1  13.7   MM -3.6    MM
2017 03 14 06 50 270  3.0  4.0   2.0     9   6.3  97 1004.9  13.7  19.1  13.5   MM -3.3    MM
2017 03 14 05 50 270  4.0  5.0   2.1    10   6.8  99 1006.6  13.4  19.1  13.4   MM -2.3    MM
2017 03 14 04 50 290  3.0  5.0   1.9     9   5.9  90 1007.7  13.3  19.1  13.3   MM -1.1    MM
2017 03 14 03 50 320  5.0  7.0   2.0    10   6.0  96 1008.2  13.3  19.2  13.3   MM -0.7    MM
2017 03 14 02 50 320  7.0  9.0   2.1     9   6.1 105 1008.9  13.8  19.2  13.8   MM -0.6    MM
2017 03 14 01 50 330  8.0 10.0   2.1    10   5.9  97 1008.8  15.0  19.2  15.0   MM -1.2    MM
2017 03 14 00 50 340  8.0 10.0   2.2     9   6.1 101 1008.9  15.7  19.3  15.7   MM -2.4    MM
2017 03 13 23 50 340  8.0  9.0   2.4     8   6.3  97 1009.5  16.8  19.2  16.8   MM -3.3    MM
2017 03 13 22 50 350  5.0  7.0   2.3     9   6.5 106 1010.0  17.9  19.2  17.8   MM -4.1    MM
2017 03 13 21 50  20  3.0  4.0   2.4     9   6.0 113 1011.3  17.0  19.2  16.8   MM -3.5    MM
2017 03 13 20 50 140  3.0  5.0   2.5     8   5.8  96 1012.8  18.4  19.2  17.6   MM -3.5    MM
2017 03 13 19 50 140  3.0  4.0   2.3     8   5.5 105 1014.1  18.2  19.3  17.8   MM -3.8    MM
2017 03 13 18 50  70  9.0 12.0   2.6     8   5.7  97 1014.8  18.1  19.2  17.9   MM -4.0    MM
2017 03 13 17 50  30  9.0 12.0   2.7     8   6.0 102 1016.3  17.3  19.4  17.3   MM -3.2    MM
2017 03 13 16 50  60 10.0 13.0   2.2     8   5.7 103 1017.9  17.5  19.5  17.2   MM -2.0    MM
2017 03 13 15 50  80 10.0 12.0   2.0     6   5.4  68 1018.8  17.0  19.5  16.3   MM -1.7    MM
2017 03 13 14 50  80  8.0 10.0   1.9     7   5.3  88 1019.5  17.4  19.5  16.4   MM -0.8    MM
2017 03 13 13 50  40 10.0 12.0   1.9     6   5.3  47 1019.9  17.1  19.6  15.7   MM -0.6    MM
2017 03 13 12 50  40 10.0 12.0   1.9     7   5.3  52 1020.5  16.7  19.7  15.2   MM +0.0    MM
2017 03 13 11 50  40 11.0 13.0   1.8     6   5.0  37 1020.3  16.4  19.6  14.6   MM -1.2    MM
2017 03 13 10 50  40 10.0 12.0   1.7     6   5.0  49 1020.5  15.9  19.6  13.4   MM -1.6    MM
2017 03 13 09 50  50 11.0 13.0   1.8     7   5.1  49 1020.7  15.0  19.3  12.3   MM -2.2    MM
2017 03 13 08 50  40  9.0 11.0   1.8     6   5.1  49 1021.5  14.1  19.2  11.2   MM -2.0    MM
2017 03 13 07 50  40 10.0 12.0   1.8     6   4.9  58 1022.1  13.7  18.9  10.9   MM -1.4    MM
2017 03 13 06 50  30 10.0 12.0   1.7     6   4.9  49 1022.9  13.0  18.7  10.7   MM -1.1    MM
2017 03 13 05 50  40  9.0 11.0   1.8     7   4.9  59 1023.5  12.6  18.7  10.0   MM -0.8    MM
2017 03 13 04 50  30 11.0 13.0   2.0     7   5.0  54 1023.5  12.2  18.8  10.0   MM -0.4    MM
2017 03 13 03 50  30 12.0 14.0   2.1     7   5.1  54 1024.0  11.1  19.0   9.8   MM +0.5    MM
2017 03 13 02 50  10 12.0 15.0   2.0     5   5.1  41 1024.3  11.1  19.1   9.8   MM +1.5    MM
2017 03 13 01 50  20 12.0 14.0   2.1     7   5.1  60 1023.9  12.0  19.1  10.4   MM +1.6    MM
2017 03 13 00 50  20 11.0 13.0   2.1     7   5.3  48 1023.5  12.7  19.1  10.4   MM +2.0    MM
2017 03 12 23 50  20 11.0 14.0   2.0     7   5.4  64 1022.8  12.9  19.2  10.1   MM +1.6    MM
2017 03 12 22 50  20 11.0 13.0   2.1     7   5.4  53 1022.3  12.9  19.4  10.2   MM +0.9    MM
2017 03 12 21 50  30 10.0 11.0   2.3     6   5.6  36 1021.5  13.2  19.5  10.2   MM -1.1    MM
2017 03 12 20 50  60 10.0 12.0   2.4     7   5.7  47 1021.2  12.8  19.5   9.5   MM -1.8    MM
2017 03 12 19 50  50 12.0 15.0   2.7     7   5.6  37 1021.4  11.7  19.6   9.3   MM -2.0    MM
2017 03 12 18 50  30 14.0 17.0   2.8     7   5.5  28 1022.6  10.3  19.6   9.0   MM -0.4    MM
2017 03 12 17 50  30 15.0 18.0   2.9     6   5.5  20 1023.0  10.3  19.7   9.3   MM +1.0    MM
2017 03 12 16 50  20 14.0 17.0   2.3     6   5.2  40 1023.4  11.2  19.8  10.0   MM +1.8    MM
2017 03 12 15 50  30 14.0 18.0   2.1     6   5.1  58 1023.0  12.0  19.9  10.4   MM +2.2    MM
2017 03 12 14 50  30 13.0 16.0   1.9     5   5.1  65 1022.0  13.2  19.9  10.2   MM +1.4    MM
2017 03 12 13 50  40 11.0 13.0   1.6     5   4.9  60 1021.6  13.9  20.0   8.9   MM +1.2    MM
2017 03 12 12 50  50 11.0 12.0   1.4    10   5.0  76 1020.8  14.4  20.0   8.9   MM +0.3    MM
2017 03 12 11 50  50  9.0 11.0   1.4    11   5.7  80 1020.6  14.3  20.0   7.9   MM +0.0    MM
2017 03 12 10 50  50  9.0 11.0   1.3    11   5.2  85 1020.4  13.8  20.0   7.2   MM -0.4    MM
2017 03 12 09 50  40 10.0 12.0   1.1    12   5.0  67 1020.5  14.3  20.0   6.8   MM -1.0    MM
2017 03 12 08 50  60  7.0  8.0   0.9    11   4.9  98 1020.5  15.5  19.9   4.6   MM -1.7    MM
2017 03 12 07 50  60  6.0  8.0   1.0    10   5.3 117 1020.8  15.4  19.9   2.8   MM -2.0    MM
2017 03 12 06 50  60  6.0  8.0   0.9     8   5.3 115 1021.5  15.3  19.9   2.8   MM -1.5    MM
2017 03 12 05 50  80  5.0  7.0   1.0     9   5.6 120 1022.2  15.0  19.9   1.7   MM -1.2    MM
2017 03 12 04 50  80  5.0  7.0   1.1     9   5.8 122 1022.8  14.9  20.0   2.2   MM -0.5    MM
2017 03 12 03 50  70  4.0  6.0   1.2     9   5.9  98 1023.0  14.8  20.0   2.1   MM +0.4    MM
2017 03 12 02 50  80  4.0  6.0   1.1     9   5.9  93 1023.4  14.6  20.0   2.7   MM +0.9    MM
2017 03 12 01 50  70  3.0  4.0   1.2    10   6.3  97 1023.3  14.4  20.0   1.9   MM +1.0    MM
2017 03 12 00 50  90  4.0  5.0   1.2     9   6.2  87 1022.6  13.9  20.0   1.2   MM -0.7    MM
2017 03 11 23 50  60  5.0  7.0   1.3     7   5.9  61 1022.5  13.6  20.1   1.9   MM -1.0    MM
2017 03 11 22 50  70  5.0  6.0   1.3     9   5.7  94 1022.3  13.0  20.1   1.6   MM -1.7    MM
2017 03 11 21 50  60  5.0  6.0   1.3     9   5.6  76 1023.3  12.8  20.1   1.3   MM -1.4    MM
2017 03 11 20 50  50  5.0  7.0   1.3     8   5.4  76 1023.5  12.6  20.1   1.1   MM -1.6    MM
2017 03 11 19 50  50  5.0  7.0   1.4     9   5.4  87 1024.0  12.5  20.1   0.3   MM -1.8    MM
2017 03 11 18 50  50  5.0  6.0   1.5     9   5.3  99 1024.7  12.3  20.1  -0.2   MM -0.6    MM
2017 03 11 17 50  40  6.0  8.0   1.6     6   5.3  53 1025.1  12.3  20.2   0.3   MM +0.0    MM
2017 03 11 16 50  30  6.0  9.0   1.8     7   5.4  59 1025.8  12.4  20.2   0.5   MM +1.2    MM
2017 03 11 15 50  40  8.0 10.0   1.8     7   5.3  60 1025.3  12.5  20.2   0.0   MM +1.4    MM
2017 03 11 14 50  30  9.0 12.0   1.8     7   5.2  55 1024.9  12.7  20.2   1.4   MM +2.5    MM
